"Plot Title: DOLogger2"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 20906876, SEN S/N: 20906876)","Temp, °F (LGR S/N: 20906876, SEN S/N: 20906876)","Coupler Detached (LGR S/N: 20906876)","Coupler Attached (LGR S/N: 20906876)","Host Connected (LGR S/N: 20906876)","Stopped (LGR S/N: 20906876)","End Of File (LGR S/N: 20906876)"
454,10/04/24 09:44:40 AM,9.06,65.59,,,,,
455,10/04/24 09:59:40 AM,8.98,65.66,,,,,
456,10/04/24 10:14:40 AM,9.28,65.77,,,,,
457,10/04/24 10:29:40 AM,8.96,65.88,,,,,
458,10/04/24 10:44:40 AM,9.31,65.88,,,,,
459,10/04/24 10:59:40 AM,9.51,66.06,,,,,
460,10/04/24 11:14:40 AM,9.57,66.24,,,,,
461,10/04/24 11:29:40 AM,9.50,66.49,,,,,
462,10/04/24 11:44:40 AM,9.52,66.60,,,,,
463,10/04/24 11:59:40 AM,9.58,66.74,,,,,
464,10/04/24 12:14:40 PM,9.59,66.85,,,,,
465,10/04/24 12:29:40 PM,9.68,66.96,,,,,
466,10/04/24 12:44:40 PM,9.35,66.92,,,,,
467,10/04/24 12:59:40 PM,9.26,66.99,,,,,
468,10/04/24 01:14:40 PM,8.95,66.99,,,,,
469,10/04/24 01:29:40 PM,8.44,66.85,,,,,
470,10/04/24 01:44:40 PM,8.17,66.52,,,,,
471,10/04/24 01:59:40 PM,8.15,66.49,,,,,
472,10/04/24 02:14:40 PM,8.21,66.13,,,,,
473,10/04/24 02:29:40 PM,8.33,66.20,,,,,
474,10/04/24 02:44:40 PM,8.40,66.45,,,,,
475,10/04/24 02:59:40 PM,8.82,67.32,,,,,
476,10/04/24 03:14:40 PM,9.42,68.29,,,,,
477,10/04/24 03:29:40 PM,9.59,68.36,,,,,
478,10/04/24 03:44:40 PM,9.02,68.07,,,,,
479,10/04/24 03:59:40 PM,9.81,68.14,,,,,
480,10/04/24 04:14:40 PM,10.25,68.07,,,,,
481,10/04/24 04:29:40 PM,10.18,67.96,,,,,
482,10/04/24 04:44:40 PM,10.28,67.89,,,,,
483,10/04/24 04:59:40 PM,10.26,67.78,,,,,
484,10/04/24 05:14:40 PM,10.16,67.71,,,,,
485,10/04/24 05:29:40 PM,9.56,67.42,,,,,
486,10/04/24 05:44:40 PM,8.48,66.67,,,,,
487,10/04/24 05:59:40 PM,9.06,66.56,,,,,
488,10/04/24 06:14:40 PM,9.13,66.56,,,,,
489,10/04/24 06:29:40 PM,9.32,66.27,,,,,
490,10/04/24 06:44:40 PM,9.17,65.98,,,,,
491,10/04/24 06:59:40 PM,8.94,65.91,,,,,
492,10/04/24 07:14:40 PM,9.05,65.88,,,,,
493,10/04/24 07:29:40 PM,10.14,66.02,,,,,
494,10/04/24 07:44:40 PM,9.68,65.98,,,,,
495,10/04/24 07:59:40 PM,9.67,66.06,,,,,
496,10/04/24 08:14:40 PM,9.60,66.09,,,,,
497,10/04/24 08:29:40 PM,9.45,66.13,,,,,
498,10/04/24 08:44:40 PM,9.72,66.16,,,,,
499,10/04/24 08:59:40 PM,9.72,66.13,,,,,
500,10/04/24 09:14:40 PM,9.89,66.42,,,,,
501,10/04/24 09:29:40 PM,9.87,66.56,,,,,
502,10/04/24 09:44:40 PM,9.95,66.78,,,,,
503,10/04/24 09:59:40 PM,9.99,67.10,,,,,
504,10/04/24 10:14:40 PM,9.98,66.78,,,,,
505,10/04/24 10:29:40 PM,9.96,66.74,,,,,
506,10/04/24 10:44:40 PM,9.99,66.70,,,,,
507,10/04/24 10:59:40 PM,10.05,66.70,,,,,
508,10/04/24 11:14:40 PM,10.07,66.78,,,,,
509,10/04/24 11:29:40 PM,10.17,66.85,,,,,
510,10/04/24 11:44:40 PM,10.18,66.92,,,,,
511,10/04/24 11:59:40 PM,10.10,66.99,,,,,
512,10/05/24 12:14:40 AM,9.31,66.88,,,,,
513,10/05/24 12:29:40 AM,8.45,66.67,,,,,
514,10/05/24 12:44:40 AM,8.60,66.70,,,,,
515,10/05/24 12:59:40 AM,9.11,66.56,,,,,
516,10/05/24 01:14:40 AM,8.35,66.56,,,,,
517,10/05/24 01:29:40 AM,7.72,66.52,,,,,
518,10/05/24 01:44:40 AM,8.07,66.49,,,,,
519,10/05/24 01:59:40 AM,8.13,66.38,,,,,
520,10/05/24 02:14:40 AM,9.15,66.27,,,,,
521,10/05/24 02:29:40 AM,9.07,66.13,,,,,
522,10/05/24 02:44:40 AM,8.93,66.02,,,,,
523,10/05/24 02:59:40 AM,9.10,66.06,,,,,
524,10/05/24 03:14:40 AM,8.99,66.02,,,,,
525,10/05/24 03:29:40 AM,8.89,66.02,,,,,
526,10/05/24 03:44:40 AM,8.33,65.88,,,,,
527,10/05/24 03:59:40 AM,7.90,65.73,,,,,
528,10/05/24 04:14:40 AM,6.95,65.66,,,,,
529,10/05/24 04:29:40 AM,6.62,65.66,,,,,
530,10/05/24 04:44:40 AM,7.93,65.77,,,,,
531,10/05/24 04:59:40 AM,8.16,65.91,,,,,
532,10/05/24 05:14:40 AM,8.39,65.95,,,,,
533,10/05/24 05:29:40 AM,8.54,65.95,,,,,
534,10/05/24 05:44:40 AM,8.16,65.98,,,,,
535,10/05/24 05:59:40 AM,8.60,65.95,,,,,
536,10/05/24 06:14:40 AM,8.72,65.95,,,,,
537,10/05/24 06:29:40 AM,8.61,65.91,,,,,
538,10/05/24 06:44:40 AM,8.67,65.88,,,,,
539,10/05/24 06:59:40 AM,8.72,65.88,,,,,
540,10/05/24 07:14:40 AM,8.64,65.88,,,,,
541,10/05/24 07:29:40 AM,8.60,65.88,,,,,
542,10/05/24 07:44:40 AM,8.45,65.91,,,,,
543,10/05/24 07:59:40 AM,8.58,65.95,,,,,
544,10/05/24 08:14:40 AM,8.67,65.95,,,,,
545,10/05/24 08:29:40 AM,8.79,65.98,,,,,
546,10/05/24 08:44:40 AM,8.50,65.98,,,,,
547,10/05/24 08:59:40 AM,8.40,65.95,,,,,
548,10/05/24 09:14:40 AM,7.90,65.88,,,,,
549,10/05/24 09:29:40 AM,8.57,65.95,,,,,
550,10/05/24 09:44:40 AM,8.93,65.98,,,,,
551,10/05/24 09:59:40 AM,8.69,66.02,,,,,
552,10/05/24 10:14:40 AM,8.60,65.88,,,,,
553,10/05/24 10:29:40 AM,8.73,65.91,,,,,
554,10/05/24 10:44:40 AM,8.91,66.06,,,,,
555,10/05/24 10:59:40 AM,8.82,66.06,,,,,
556,10/05/24 11:14:40 AM,9.01,66.13,,,,,
557,10/05/24 11:29:40 AM,9.11,66.20,,,,,
558,10/05/24 11:44:40 AM,8.96,66.20,,,,,
559,10/05/24 11:59:40 AM,8.61,66.16,,,,,
560,10/05/24 12:14:40 PM,8.81,66.20,,,,,
561,10/05/24 12:29:40 PM,9.08,66.20,,,,,
562,10/05/24 12:44:40 PM,9.01,66.20,,,,,
563,10/05/24 12:59:40 PM,9.17,66.24,,,,,
564,10/05/24 01:14:40 PM,9.26,66.34,,,,,
565,10/05/24 01:29:40 PM,9.51,66.52,,,,,
566,10/05/24 01:44:40 PM,9.62,66.70,,,,,
567,10/05/24 01:59:40 PM,9.88,66.85,,,,,
568,10/05/24 02:14:40 PM,9.76,66.92,,,,,
569,10/05/24 02:29:40 PM,9.99,67.06,,,,,
570,10/05/24 02:44:40 PM,10.07,67.17,,,,,
571,10/05/24 02:59:40 PM,9.97,67.28,,,,,
572,10/05/24 03:14:40 PM,10.19,67.39,,,,,
573,10/05/24 03:29:40 PM,9.87,67.24,,,,,
574,10/05/24 03:44:40 PM,9.97,67.21,,,,,
575,10/05/24 03:59:40 PM,10.16,67.28,,,,,
576,10/05/24 04:14:40 PM,9.90,67.35,,,,,
577,10/05/24 04:29:40 PM,9.95,67.39,,,,,
578,10/05/24 04:44:40 PM,10.04,67.46,,,,,
579,10/05/24 04:59:40 PM,9.98,67.42,,,,,
580,10/05/24 05:14:40 PM,9.99,67.46,,,,,
581,10/05/24 05:29:40 PM,9.97,67.53,,,,,
582,10/05/24 05:44:40 PM,10.28,67.57,,,,,
583,10/05/24 05:59:40 PM,10.25,67.60,,,,,
584,10/05/24 06:14:40 PM,10.26,67.60,,,,,
585,10/05/24 06:29:40 PM,10.23,67.60,,,,,
586,10/05/24 06:44:40 PM,10.29,67.57,,,,,
587,10/05/24 06:59:40 PM,10.29,67.60,,,,,
588,10/05/24 07:14:40 PM,10.22,67.57,,,,,
589,10/05/24 07:29:40 PM,10.11,67.57,,,,,
590,10/05/24 07:44:40 PM,10.11,67.57,,,,,
591,10/05/24 07:59:40 PM,10.18,67.53,,,,,
592,10/05/24 08:14:40 PM,10.08,67.46,,,,,
593,10/05/24 08:29:40 PM,10.12,67.42,,,,,
594,10/05/24 08:44:40 PM,10.08,67.39,,,,,
595,10/05/24 08:59:40 PM,10.04,67.32,,,,,
596,10/05/24 09:14:40 PM,10.00,67.28,,,,,
597,10/05/24 09:29:40 PM,9.97,67.21,,,,,
598,10/05/24 09:44:40 PM,9.88,67.21,,,,,
599,10/05/24 09:59:40 PM,9.83,67.17,,,,,
600,10/05/24 10:14:40 PM,9.82,67.10,,,,,
601,10/05/24 10:29:40 PM,9.78,67.06,,,,,
602,10/05/24 10:44:40 PM,9.77,67.03,,,,,
603,10/05/24 10:59:40 PM,9.76,66.99,,,,,
604,10/05/24 11:14:40 PM,9.72,66.92,,,,,
605,10/05/24 11:29:40 PM,9.65,66.85,,,,,
606,10/05/24 11:44:40 PM,9.57,66.81,,,,,
607,10/05/24 11:59:40 PM,9.48,66.70,,,,,
608,10/06/24 12:14:40 AM,9.55,66.60,,,,,
609,10/06/24 12:29:40 AM,9.48,66.52,,,,,
610,10/06/24 12:44:40 AM,9.44,66.42,,,,,
611,10/06/24 12:59:40 AM,9.37,66.34,,,,,
612,10/06/24 01:14:40 AM,9.35,66.31,,,,,
613,10/06/24 01:29:40 AM,9.31,66.24,,,,,
614,10/06/24 01:44:40 AM,9.28,66.20,,,,,
615,10/06/24 01:59:40 AM,9.26,66.09,,,,,
616,10/06/24 02:14:40 AM,9.23,66.02,,,,,
617,10/06/24 02:29:40 AM,9.11,65.95,,,,,
618,10/06/24 02:44:40 AM,9.16,65.88,,,,,
619,10/06/24 02:59:40 AM,9.18,65.84,,,,,
620,10/06/24 03:14:40 AM,9.13,65.77,,,,,
621,10/06/24 03:29:40 AM,9.10,65.73,,,,,
622,10/06/24 03:44:40 AM,9.09,65.66,,,,,
623,10/06/24 03:59:40 AM,9.07,65.62,,,,,
624,10/06/24 04:14:40 AM,9.03,65.55,,,,,
625,10/06/24 04:29:40 AM,9.04,65.48,,,,,
626,10/06/24 04:44:40 AM,8.87,65.37,,,,,
627,10/06/24 04:59:40 AM,8.85,65.30,,,,,
628,10/06/24 05:14:40 AM,8.94,65.26,,,,,
629,10/06/24 05:29:40 AM,8.93,65.26,,,,,
630,10/06/24 05:44:40 AM,8.86,65.19,,,,,
631,10/06/24 05:59:40 AM,8.86,65.19,,,,,
632,10/06/24 06:14:40 AM,8.80,65.05,,,,,
633,10/06/24 06:29:40 AM,8.66,64.90,,,,,
634,10/06/24 06:44:40 AM,8.70,64.87,,,,,
635,10/06/24 06:59:40 AM,8.59,64.76,,,,,
636,10/06/24 07:14:40 AM,8.31,64.76,,,,,
637,10/06/24 07:29:40 AM,8.41,64.69,,,,,
638,10/06/24 07:44:40 AM,8.34,64.62,,,,,
639,10/06/24 07:59:40 AM,8.55,64.65,,,,,
640,10/06/24 08:14:40 AM,8.45,64.58,,,,,
641,10/06/24 08:29:40 AM,8.60,64.54,,,,,
642,10/06/24 08:44:40 AM,8.61,64.51,,,,,
643,10/06/24 08:59:40 AM,8.62,64.47,,,,,
644,10/06/24 09:14:40 AM,8.65,64.40,,,,,
645,10/06/24 09:29:40 AM,8.81,64.36,,,,,
646,10/06/24 09:44:40 AM,8.98,64.44,,,,,
647,10/06/24 09:59:40 AM,9.21,64.58,,,,,
648,10/06/24 10:14:40 AM,9.27,64.62,,,,,
649,10/06/24 10:29:40 AM,9.43,64.72,,,,,
650,10/06/24 10:44:40 AM,9.51,64.83,,,,,
651,10/06/24 10:59:40 AM,9.70,64.87,,,,,
652,10/06/24 11:14:40 AM,9.80,64.98,,,,,
653,10/06/24 11:29:40 AM,9.88,65.08,,,,,
654,10/06/24 11:44:40 AM,9.90,65.26,,,,,
655,10/06/24 11:59:40 AM,9.92,65.52,,,,,
656,10/06/24 12:14:40 PM,10.00,65.84,,,,,
657,10/06/24 12:29:40 PM,9.97,66.02,,,,,
658,10/06/24 12:44:40 PM,10.03,66.16,,,,,
659,10/06/24 12:59:40 PM,10.12,66.24,,,,,
660,10/06/24 01:14:40 PM,10.14,66.34,,,,,
661,10/06/24 01:29:40 PM,9.96,66.52,,,,,
662,10/06/24 01:44:40 PM,10.08,66.63,,,,,
663,10/06/24 01:59:40 PM,10.25,66.78,,,,,
664,10/06/24 02:14:40 PM,10.31,66.88,,,,,
665,10/06/24 02:29:40 PM,10.17,66.96,,,,,
666,10/06/24 02:44:40 PM,10.38,67.06,,,,,
667,10/06/24 02:59:40 PM,10.32,67.17,,,,,
668,10/06/24 03:14:40 PM,10.34,67.24,,,,,
669,10/06/24 03:29:40 PM,10.48,67.32,,,,,
670,10/06/24 03:44:40 PM,10.62,67.35,,,,,
671,10/06/24 03:59:40 PM,10.74,67.35,,,,,
672,10/06/24 04:14:40 PM,10.77,67.35,,,,,
673,10/06/24 04:29:40 PM,10.80,67.39,,,,,
674,10/06/24 04:44:40 PM,10.74,67.39,,,,,
675,10/06/24 04:59:40 PM,10.77,67.39,,,,,
676,10/06/24 05:14:40 PM,10.67,67.28,,,,,
677,10/06/24 05:29:40 PM,10.36,67.32,,,,,
678,10/06/24 05:44:40 PM,9.14,66.85,,,,,
679,10/06/24 05:59:40 PM,8.19,66.09,,,,,
680,10/06/24 06:14:40 PM,8.43,65.48,,,,,
681,10/06/24 06:29:40 PM,8.55,65.01,,,,,
682,10/06/24 06:44:40 PM,8.61,64.80,,,,,
683,10/06/24 06:59:40 PM,8.64,64.76,,,,,
684,10/06/24 07:14:40 PM,8.94,64.72,,,,,
685,10/06/24 07:29:40 PM,9.38,64.90,,,,,
686,10/06/24 07:44:40 PM,9.36,65.01,,,,,
687,10/06/24 07:59:40 PM,9.45,64.98,,,,,
688,10/06/24 08:14:40 PM,9.66,65.08,,,,,
689,10/06/24 08:29:40 PM,9.88,65.55,,,,,
690,10/06/24 08:44:40 PM,10.10,65.77,,,,,
691,10/06/24 08:59:40 PM,10.18,65.88,,,,,
692,10/06/24 09:14:40 PM,10.48,65.95,,,,,
693,10/06/24 09:29:40 PM,10.52,65.88,,,,,
694,10/06/24 09:44:40 PM,10.50,65.80,,,,,
695,10/06/24 09:59:40 PM,10.48,65.70,,,,,
696,10/06/24 10:14:40 PM,10.44,65.62,,,,,
697,10/06/24 10:29:40 PM,10.42,65.59,,,,,
698,10/06/24 10:44:40 PM,10.37,65.52,,,,,
699,10/06/24 10:59:40 PM,10.33,65.48,,,,,
700,10/06/24 11:14:40 PM,10.24,65.44,,,,,
701,10/06/24 11:29:40 PM,10.19,65.37,,,,,
702,10/06/24 11:44:40 PM,10.18,65.34,,,,,
703,10/06/24 11:59:40 PM,10.11,65.26,,,,,
704,10/07/24 12:14:40 AM,10.02,65.23,,,,,
705,10/07/24 12:29:40 AM,9.97,65.23,,,,,
706,10/07/24 12:44:40 AM,9.89,65.23,,,,,
707,10/07/24 12:59:40 AM,9.85,65.23,,,,,
708,10/07/24 01:14:40 AM,9.80,65.23,,,,,
709,10/07/24 01:29:40 AM,9.76,65.19,,,,,
710,10/07/24 01:44:40 AM,9.70,65.16,,,,,
711,10/07/24 01:59:40 AM,9.67,65.16,,,,,
712,10/07/24 02:14:40 AM,9.61,65.12,,,,,
713,10/07/24 02:29:40 AM,9.60,65.08,,,,,
714,10/07/24 02:44:40 AM,9.59,65.05,,,,,
715,10/07/24 02:59:40 AM,9.56,65.05,,,,,
716,10/07/24 03:14:40 AM,9.55,65.01,,,,,
717,10/07/24 03:29:40 AM,9.58,64.98,,,,,
718,10/07/24 03:44:40 AM,9.60,65.01,,,,,
719,10/07/24 03:59:40 AM,9.59,65.08,,,,,
720,10/07/24 04:14:40 AM,9.55,65.08,,,,,
721,10/07/24 04:29:40 AM,9.46,65.05,,,,,
722,10/07/24 04:44:40 AM,9.45,65.01,,,,,
723,10/07/24 04:59:40 AM,9.39,65.05,,,,,
724,10/07/24 05:14:40 AM,9.38,65.05,,,,,
725,10/07/24 05:29:40 AM,9.32,65.05,,,,,
726,10/07/24 05:44:40 AM,9.26,65.05,,,,,
727,10/07/24 05:59:40 AM,9.23,65.01,,,,,
728,10/07/24 06:14:40 AM,9.18,65.01,,,,,
729,10/07/24 06:29:40 AM,9.16,65.01,,,,,
730,10/07/24 06:44:40 AM,9.10,65.01,,,,,
731,10/07/24 06:59:40 AM,9.02,65.01,,,,,
732,10/07/24 07:14:40 AM,8.96,64.98,,,,,
733,10/07/24 07:29:40 AM,8.96,64.98,,,,,
734,10/07/24 07:44:40 AM,8.93,64.98,,,,,
735,10/07/24 07:59:40 AM,8.88,64.98,,,,,
736,10/07/24 08:14:40 AM,8.83,64.98,,,,,
737,10/07/24 08:29:40 AM,8.85,64.98,,,,,
738,10/07/24 08:44:40 AM,8.79,64.98,,,,,
739,10/07/24 08:59:40 AM,8.77,64.98,,,,,
740,10/07/24 09:14:40 AM,8.79,64.94,,,,,
741,10/07/24 09:29:40 AM,8.77,64.90,,,,,
742,10/07/24 09:44:40 AM,8.88,64.83,,,,,
743,10/07/24 09:59:40 AM,8.96,64.87,,,,,
744,10/07/24 10:14:40 AM,8.99,64.87,,,,,
745,10/07/24 10:29:40 AM,9.15,64.94,,,,,
746,10/07/24 10:44:40 AM,9.19,64.98,,,,,
747,10/07/24 10:59:40 AM,9.29,64.98,,,,,
748,10/07/24 11:14:40 AM,9.08,64.94,,,,,
749,10/07/24 11:29:40 AM,8.85,64.87,,,,,
750,10/07/24 11:44:40 AM,6.67,64.83,,,,,
751,10/07/24 11:59:40 AM,7.63,64.72,,,,,
752,10/07/24 12:14:40 PM,8.57,64.94,,,,,
753,10/07/24 12:29:40 PM,7.67,64.98,,,,,
754,10/07/24 12:44:40 PM,8.79,64.98,,,,,
755,10/07/24 12:59:40 PM,8.90,65.08,,,,,
756,10/07/24 01:14:40 PM,9.01,65.16,,,,,
757,10/07/24 01:29:40 PM,9.00,65.23,,,,,
758,10/07/24 01:44:40 PM,8.89,65.26,,,,,
759,10/07/24 01:59:40 PM,9.01,65.26,,,,,
760,10/07/24 02:14:40 PM,9.08,65.30,,,,,
761,10/07/24 02:29:40 PM,9.23,65.34,,,,,
762,10/07/24 02:44:40 PM,9.25,65.37,,,,,
763,10/07/24 02:59:40 PM,9.26,65.37,,,,,
764,10/07/24 03:14:40 PM,9.32,65.41,,,,,
765,10/07/24 03:29:40 PM,9.39,65.41,,,,,
766,10/07/24 03:44:40 PM,9.44,65.44,,,,,
767,10/07/24 03:59:40 PM,9.42,65.55,,,,,
768,10/07/24 04:14:40 PM,9.43,65.55,,,,,
769,10/07/24 04:29:40 PM,9.52,65.62,,,,,
770,10/07/24 04:44:40 PM,9.64,65.66,,,,,
771,10/07/24 04:59:40 PM,9.66,65.66,,,,,
772,10/07/24 05:14:40 PM,9.60,65.66,,,,,
773,10/07/24 05:29:40 PM,9.60,65.62,,,,,
774,10/07/24 05:44:40 PM,9.62,65.62,,,,,
775,10/07/24 05:59:40 PM,9.70,65.59,,,,,
776,10/07/24 06:14:40 PM,9.82,65.59,,,,,
777,10/07/24 06:29:40 PM,9.71,65.52,,,,,
778,10/07/24 06:44:40 PM,9.79,65.41,,,,,
779,10/07/24 06:59:40 PM,9.62,65.23,,,,,
780,10/07/24 07:14:40 PM,9.62,65.16,,,,,
781,10/07/24 07:29:40 PM,9.59,65.12,,,,,
782,10/07/24 07:44:40 PM,9.55,65.16,,,,,
783,10/07/24 07:59:40 PM,9.45,65.16,,,,,
784,10/07/24 08:14:40 PM,9.42,65.12,,,,,
785,10/07/24 08:29:40 PM,9.46,65.12,,,,,
786,10/07/24 08:44:40 PM,9.49,65.16,,,,,
787,10/07/24 08:59:40 PM,9.59,65.12,,,,,
788,10/07/24 09:14:40 PM,9.55,65.08,,,,,
789,10/07/24 09:29:40 PM,9.49,65.05,,,,,
790,10/07/24 09:44:40 PM,9.48,65.01,,,,,
791,10/07/24 09:59:40 PM,9.42,64.98,,,,,
792,10/07/24 10:14:40 PM,9.43,64.90,,,,,
793,10/07/24 10:29:40 PM,9.37,64.83,,,,,
794,10/07/24 10:44:40 PM,9.38,64.80,,,,,
795,10/07/24 10:59:40 PM,9.32,64.76,,,,,
796,10/07/24 11:14:40 PM,9.28,64.72,,,,,
797,10/07/24 11:29:40 PM,9.23,64.69,,,,,
798,10/07/24 11:44:40 PM,9.21,64.62,,,,,
799,10/07/24 11:59:40 PM,9.18,64.54,,,,,
800,10/08/24 12:14:40 AM,9.19,64.47,,,,,
801,10/08/24 12:29:40 AM,9.17,64.40,,,,,
802,10/08/24 12:44:40 AM,9.09,64.36,,,,,
803,10/08/24 12:59:40 AM,9.08,64.29,,,,,
804,10/08/24 01:14:40 AM,9.08,64.29,,,,,
805,10/08/24 01:29:40 AM,9.08,64.26,,,,,
806,10/08/24 01:44:40 AM,9.02,64.18,,,,,
807,10/08/24 01:59:40 AM,9.00,64.18,,,,,
808,10/08/24 02:14:40 AM,8.97,64.15,,,,,
809,10/08/24 02:29:40 AM,8.96,64.15,,,,,
810,10/08/24 02:44:40 AM,8.93,64.11,,,,,
811,10/08/24 02:59:40 AM,8.87,64.04,,,,,
812,10/08/24 03:14:40 AM,8.90,64.00,,,,,
813,10/08/24 03:29:40 AM,8.86,64.00,,,,,
814,10/08/24 03:44:40 AM,8.88,63.93,,,,,
815,10/08/24 03:59:40 AM,8.82,63.90,,,,,
816,10/08/24 04:14:40 AM,8.78,63.82,,,,,
817,10/08/24 04:29:40 AM,8.77,63.79,,,,,
818,10/08/24 04:44:40 AM,8.75,63.72,,,,,
819,10/08/24 04:59:40 AM,8.70,63.64,,,,,
820,10/08/24 05:14:40 AM,8.66,63.61,,,,,
821,10/08/24 05:29:40 AM,8.68,63.43,,,,,
822,10/08/24 05:44:40 AM,8.67,63.28,,,,,
823,10/08/24 05:59:40 AM,8.60,63.25,,,,,
824,10/08/24 06:14:40 AM,8.63,63.18,,,,,
825,10/08/24 06:29:40 AM,8.60,63.10,,,,,
826,10/08/24 06:44:40 AM,8.57,63.07,,,,,
827,10/08/24 06:59:40 AM,8.55,63.03,,,,,
828,10/08/24 07:14:40 AM,8.54,62.96,,,,,
829,10/08/24 07:29:40 AM,8.48,62.92,,,,,
830,10/08/24 07:44:40 AM,8.47,62.85,,,,,
831,10/08/24 07:59:40 AM,8.48,62.82,,,,,
832,10/08/24 08:14:40 AM,8.52,62.82,,,,,
833,10/08/24 08:29:40 AM,8.56,62.78,,,,,
834,10/08/24 08:44:40 AM,8.57,62.82,,,,,
835,10/08/24 08:59:40 AM,8.54,62.78,,,,,
836,10/08/24 09:14:40 AM,8.77,62.92,,,,,
837,10/08/24 09:29:40 AM,8.82,63.00,,,,,
838,10/08/24 09:44:40 AM,8.87,63.07,,,,,
839,10/08/24 09:59:40 AM,8.88,63.10,,,,,
840,10/08/24 10:14:40 AM,8.89,63.14,,,,,
841,10/08/24 10:29:40 AM,8.55,63.03,,,,,
842,10/08/24 10:44:40 AM,8.48,62.89,,,,,
843,10/08/24 10:59:40 AM,7.74,62.85,,,,,
844,10/08/24 11:14:40 AM,7.75,62.85,,,,,
845,10/08/24 11:29:40 AM,8.21,62.85,,,,,
846,10/08/24 11:44:40 AM,7.60,62.89,,,,,
847,10/08/24 11:59:40 AM,8.41,62.85,,,,,
848,10/08/24 12:14:40 PM,8.00,62.74,,,,,
849,10/08/24 12:29:40 PM,8.22,62.64,,,,,
850,10/08/24 12:44:40 PM,8.45,62.67,,,,,
851,10/08/24 12:59:40 PM,8.47,62.71,,,,,
852,10/08/24 01:14:40 PM,8.54,62.78,,,,,
853,10/08/24 01:29:40 PM,8.62,62.92,,,,,
854,10/08/24 01:44:40 PM,8.58,62.92,,,,,
855,10/08/24 01:59:40 PM,8.54,63.18,,,,,
856,10/08/24 02:14:40 PM,8.76,63.54,,,,,
857,10/08/24 02:29:40 PM,8.63,63.72,,,,,
858,10/08/24 02:44:40 PM,9.15,63.93,,,,,
859,10/08/24 02:59:40 PM,9.25,63.97,,,,,
860,10/08/24 03:14:40 PM,9.42,64.11,,,,,
861,10/08/24 03:29:40 PM,9.48,64.26,,,,,
862,10/08/24 03:44:40 PM,8.96,64.18,,,,,
863,10/08/24 03:59:40 PM,9.26,64.29,,,,,
864,10/08/24 04:14:40 PM,9.71,64.51,,,,,
865,10/08/24 04:29:40 PM,9.82,64.62,,,,,
866,10/08/24 04:44:40 PM,9.93,64.76,,,,,
867,10/08/24 04:59:40 PM,9.77,64.76,,,,,
868,10/08/24 05:14:40 PM,9.14,64.44,,,,,
869,10/08/24 05:29:40 PM,9.09,64.44,,,,,
870,10/08/24 05:44:40 PM,9.34,64.62,,,,,
871,10/08/24 05:59:40 PM,9.48,64.65,,,,,
872,10/08/24 06:14:40 PM,9.46,64.62,,,,,
873,10/08/24 06:29:40 PM,9.97,64.76,,,,,
874,10/08/24 06:44:40 PM,9.85,64.80,,,,,
875,10/08/24 06:59:40 PM,10.03,64.76,,,,,
876,10/08/24 07:14:40 PM,9.84,64.72,,,,,
877,10/08/24 07:29:40 PM,10.12,64.69,,,,,
878,10/08/24 07:44:40 PM,9.68,64.62,,,,,
879,10/08/24 07:59:40 PM,9.40,64.54,,,,,
880,10/08/24 08:14:40 PM,9.39,64.51,,,,,
881,10/08/24 08:29:40 PM,9.73,64.51,,,,,
882,10/08/24 08:44:40 PM,9.71,64.44,,,,,
883,10/08/24 08:59:40 PM,9.78,64.40,,,,,
884,10/08/24 09:14:40 PM,9.67,64.33,,,,,
885,10/08/24 09:29:40 PM,9.60,64.26,,,,,
886,10/08/24 09:44:40 PM,9.47,64.18,,,,,
887,10/08/24 09:59:40 PM,9.30,64.11,,,,,
888,10/08/24 10:14:40 PM,9.14,64.04,,,,,
889,10/08/24 10:29:40 PM,9.36,64.00,,,,,
890,10/08/24 10:44:40 PM,9.38,63.93,,,,,
891,10/08/24 10:59:40 PM,9.26,63.90,,,,,
892,10/08/24 11:14:40 PM,9.34,63.79,,,,,
893,10/08/24 11:29:40 PM,9.32,63.79,,,,,
894,10/08/24 11:44:40 PM,9.13,63.68,,,,,
895,10/08/24 11:59:40 PM,9.14,63.57,,,,,
896,10/09/24 12:14:40 AM,9.16,63.46,,,,,
897,10/09/24 12:29:40 AM,8.52,63.39,,,,,
898,10/09/24 12:44:40 AM,8.27,63.25,,,,,
899,10/09/24 12:59:40 AM,9.11,63.21,,,,,
900,10/09/24 01:14:40 AM,9.02,63.14,,,,,
901,10/09/24 01:29:40 AM,9.03,63.03,,,,,
902,10/09/24 01:44:40 AM,9.04,63.10,,,,,
903,10/09/24 01:59:40 AM,9.03,63.07,,,,,
904,10/09/24 02:14:40 AM,9.01,63.03,,,,,
905,10/09/24 02:29:40 AM,8.99,63.00,,,,,
906,10/09/24 02:44:40 AM,8.99,62.96,,,,,
907,10/09/24 02:59:40 AM,8.97,62.92,,,,,
908,10/09/24 03:14:40 AM,8.94,62.85,,,,,
909,10/09/24 03:29:40 AM,8.93,62.82,,,,,
910,10/09/24 03:44:40 AM,8.88,62.78,,,,,
911,10/09/24 03:59:40 AM,8.77,62.67,,,,,
912,10/09/24 04:14:40 AM,8.74,62.67,,,,,
913,10/09/24 04:29:40 AM,8.69,62.60,,,,,
